1970   1    0.404
1970   2    1.161
1970   3    0.999
1970   4    1.781
1970   5    1.153
1970   6    0.934
1970   7    0.654
1970   8    0.226
1970   9   -0.385
1970  10   -2.265
1970  11   -2.753
1970  12   -2.789
1971   1   -2.622
1971   2   -1.760
1971   3   -0.966
1971   4    0.313
1971   5    1.553
1971   6    1.792
1971   7    2.101
1971   8    2.185
1971   9    2.736
1971  10    1.981
1971  11    0.622
1971  12   -0.207
1972   1   -0.588
1972   2   -1.227
1972   3   -1.845
1972   4   -2.020
1972   5   -2.317
1972   6   -1.796
1972   7   -1.530
1972   8   -1.800
1972   9   -1.861
1972  10   -1.208
1972  11   -0.252
1972  12    0.035
1973   1    0.065
1973   2    1.126
1973   3    2.315
1973   4    2.413
1973   5    2.442
1973   6    1.866
1973   7    1.201
1973   8    0.827
1973   9   -0.443
1973  10   -1.915
1973  11   -2.937
1973  12   -3.770
1974   1   -2.771
1974   2   -1.499
1974   3   -0.951
1974   4   -0.705
1974   5    0.709
1974   6    1.294
1974   7    1.709
1974   8    1.694
1974   9    0.847
1974  10    0.463
1974  11    0.550
1974  12   -0.299
1975   1   -0.973
1975   2   -1.034
1975   3   -0.975
1975   4   -0.374
1975   5    0.209
1975   6    0.925
1975   7    0.505
1975   8   -0.174
1975   9   -0.423
1975  10    0.366
1975  11    0.217
1975  12   -0.153
1976   1    0.405
1976   2    0.437
1976   3    0.609
1976   4    1.448
1976   5    1.086
1976   6    0.801
1976   7    0.260
1976   8   -0.176
1976   9   -0.519
1976  10   -1.872
1976  11   -2.007
1976  12   -1.633
1977   1   -2.031
1977   2   -1.585
1977   3   -1.034
1977   4   -0.208
1977   5    0.345
1977   6    1.079
1977   7    1.073
1977   8    1.042
1977   9    0.454
1977  10   -0.372
1977  11   -0.190
1977  12   -1.530
1978   1   -1.226
1978   2   -0.793
1978   3   -0.351
1978   4    0.625
1978   5    1.065
1978   6    0.771
1978   7    1.281
1978   8    1.236
1978   9   -0.259
1978  10   -1.116
1978  11   -1.397
1978  12   -1.387
1979   1   -1.375
1979   2   -1.507
1979   3   -1.275
1979   4   -0.311
1979   5    1.000
1979   6    1.060
1979   7    1.412
1979   8    1.061
1979   9    1.029
1979  10    1.039
1979  11    0.671
1979  12    0.086
1980   1    0.086
1980   2    0.608
1980   3    0.881
1980   4    0.655
