1870   1    0.224
1870   2    0.206
1870   3    0.481
1870   4    0.978
1870   5    0.683
1870   6    0.424
1870   7    0.819
1870   8    0.707
1870   9    0.187
1870  10    0.075
1870  11   -0.498
1870  12   -0.773
1871   1   -0.584
1871   2   -1.304
1871   3   -1.685
1871   4   -1.344
1871   5   -1.290
1871   6   -0.640
1871   7   -0.572
1871   8   -0.802
1871   9    0.278
1871  10    0.633
1871  11    0.913
1871  12    0.622
1872   1    0.546
1872   2    0.732
1872   3    0.519
1872   4    0.507
1872   5   -0.004
1872   6   -0.425
1872   7   -0.796
1872   8   -0.216
1872   9   -0.522
1872  10   -1.027
1872  11   -0.688
1872  12   -0.935
1873   1   -0.413
1873   2   -0.630
1873   3   -0.756
1873   4   -0.220
1873   5    0.503
1873   6    0.676
1873   7    0.737
1873   8    0.498
1873   9   -0.026
1873  10   -0.094
1873  11   -0.204
1873  12    0.041
1874   1   -0.035
1874   2   -0.815
1874   3   -0.561
1874   4   -0.456
1874   5   -0.495
1874   6   -0.083
1874   7    0.234
1874   8    0.427
1874   9    0.210
1874  10    0.159
1874  11    0.345
1874  12    0.773
1875   1    0.482
1875   2    0.299
1875   3   -0.213
1875   4   -0.566
1875   5   -0.142
1875   6    0.248
1875   7   -0.160
1875   8   -0.024
1875   9   -0.096
1875  10   -0.310
1875  11    0.043
1875  12    0.620
1876   1    0.411
1876   2    0.997
1876   3   -0.080
1876   4    0.348
1876   5    0.449
1876   6    0.215
1876   7   -0.074
1876   8   -0.982
1876   9   -1.243
1876  10   -0.827
1876  11   -0.264
1876  12   -0.536
1877   1   -0.707
1877   2   -0.586
1877   3    0.328
1877   4    0.882
1877   5    0.802
1877   6    0.863
1877   7    0.806
1877   8    1.094
1877   9    0.654
1877  10    0.169
1877  11   -0.370
1877  12   -1.069
1878   1   -0.926
1878   2   -0.783
1878   3   -0.859
1878   4   -0.856
1878   5   -1.134
1878   6   -0.839
1878   7   -0.413
1878   8   -0.352
1878   9   -0.145
1878  10    0.246
1878  11    1.094
1878  12    1.252
1879   1    1.334
1879   2    1.158
1879   3    0.389
1879   4    0.419
1879   5    0.297
1879   6    0.702
1879   7   -0.036
1879   8   -0.475
1879   9   -0.871
1879  10   -1.272
1879  11   -0.709
1879  12   -0.366
1880   1   -0.192
1880   2   -0.363
1880   3    0.486
1880   4    0.263
1880   5    0.898
1880   6    1.674
1880   7    0.893
1880   8    0.438
1880   9    0.389
1880  10   -0.143
1880  11   -0.792
1880  12   -0.874
1881   1   -1.550
1881   2   -1.148
1881   3   -1.206
1881   4   -0.376
1881   5   -0.455
1881   6   -0.175
1881   7    0.409
1881   8    0.331
1881   9    0.629
1881  10    1.259
1881  11    0.424
1881  12    0.540
1882   1    0.604
1882   2    0.666
1882   3    0.045
1882   4   -0.562
1882   5   -0.626
1882   6   -0.509
1882   7   -0.531
1882   8   -0.572
1882   9   -0.996
1882  10   -0.748
1882  11   -0.304
1882  12   -0.258
1883   1    0.688
1883   2    0.948
1883   3    0.577
1883   4    1.094
1883   5    0.765
1883   6    0.947
1883   7    1.139
1883   8    0.210
1883   9    0.063
1883  10   -0.097
1883  11   -0.218
1883  12    0.233
1884   1   -0.193
1884   2   -0.720
1884   3   -0.817
1884   4   -0.823
1884   5   -0.549
1884   6   -0.213
1884   7   -0.194
1884   8    0.125
1884   9    0.250
1884  10    0.896
1884  11    0.803
1884  12    1.736
1885   1    1.541
1885   2    0.937
1885   3    0.368
1885   4    0.443
1885   5   -0.011
1885   6   -0.040
1885   7   -0.522
1885   8   -1.040
1885   9   -1.482
1885  10   -1.792
1885  11   -1.590
1885  12   -0.808
1886   1   -0.457
1886   2   -0.508
1886   3    0.146
1886   4    0.850
1886   5    0.993
1886   6    1.335
1886   7    1.207
1886   8    0.544
1886   9    0.607
1886  10    0.509
1886  11    0.411
1886  12    0.328
1887   1   -0.654
1887   2   -1.149
1887   3   -0.741
1887   4   -0.494
1887   5   -0.316
1887   6    0.968
1887   7    0.743
1887   8    1.089
1887   9    1.427
1887  10    1.413
1887  11    1.016
1887  12    1.117
1888   1    0.251
1888   2   -0.069
1888   3   -0.502
1888   4   -0.758
1888   5   -0.194
1888   6   -1.155
1888   7   -1.036
1888   8   -1.494
1888   9   -1.295
1888  10   -0.457
1888  11   -0.103
1888  12   -0.387
1889   1   -0.085
1889   2    0.623
1889   3    0.830
1889   4    1.226
1889   5    1.109
1889   6    0.613
1889   7    1.290
1889   8    1.090
1889   9   -0.235
1889  10   -0.488
1889  11   -1.075
1889  12   -0.871
1890   1   -1.082
1890   2   -1.191
1890   3   -0.964
1890   4   -0.233
1890   5   -0.374
1890   6   -0.020
1890   7    0.073
1890   8    0.118
1890   9    1.024
1890  10    1.139
1890  11    0.415
1890  12    0.762
1891   1    1.362
1891   2    1.394
1891   3    0.518
1891   4   -0.056
1891   5    0.053
1891   6   -0.353
1891   7   -0.425
1891   8   -0.610
1891   9   -1.365
1891  10   -1.262
1891  11   -2.071
1891  12   -1.753
1892   1   -1.122
1892   2   -1.014
1892   3    0.145
1892   4    0.172
1892   5    0.467
1892   6    1.119
1892   7    1.879
1892   8    1.080
1892   9    1.447
1892  10    0.891
1892  11    0.200
1892  12    0.148
1893   1   -0.161
1893   2   -0.901
1893   3   -0.915
1893   4   -1.226
1893   5   -1.104
1893   6   -0.640
1893   7   -0.021
1893   8   -0.480
1893   9    0.605
1893  10   -0.001
1893  11    0.325
1893  12    0.836
1894   1    0.987
1894   2    0.597
1894   3    0.639
1894   4    0.176
1894   5   -0.024
1894   6    0.166
1894   7   -0.094
1894   8   -0.745
1894   9   -0.545
1894  10   -0.608
1894  11   -0.279
1894  12    0.020
1895   1   -0.283
1895   2   -0.288
1895   3    0.406
1895   4    0.794
1895   5    0.841
1895   6    0.758
1895   7    0.950
1895   8    0.500
1895   9    0.565
1895  10    0.121
1895  11   -0.314
1895  12   -0.144
1896   1   -0.035
1896   2    0.013
1896   3    0.392
1896   4    0.189
1896   5    0.388
1896   6    0.291
1896   7    0.332
1896   8    0.128
1896   9    0.025
1896  10    0.004
1896  11   -0.400
1896  12    0.298
1897   1   -0.181
1897   2   -0.590
1897   3    0.022
1897   4    0.372
1897   5    0.545
1897   6    0.765
1897   7    0.406
1897   8   -0.034
1897   9    0.108
1897  10   -0.251
1897  11   -0.027
1897  12   -0.262
1898   1   -0.703
1898   2   -0.688
1898   3   -0.253
1898   4   -0.338
1898   5   -0.403
1898   6   -0.206
1898   7   -0.027
1898   8   -0.038
1898   9   -0.053
1898  10    0.044
1898  11   -0.406
1898  12   -0.655
1899   1   -0.615
1899   2   -0.435
1899   3   -0.102
1899   4    0.545
1899   5    0.740
1899   6    0.633
1899   7    0.642
1899   8    0.254
1899   9    0.236
1899  10    0.025
1899  11   -0.109
1899  12   -0.630
1900   1   -0.458
1900   2    0.057
1900   3    0.016
1900   4    0.157
1900   5    0.400
1900   6    0.197
1900   7    0.396
1900   8    0.374
1900   9    0.194
1900  10   -0.218
1900  11   -0.259
1900  12   -0.160
1901   1    0.369
1901   2    0.560
1901   3    1.139
1901   4    0.575
1901   5    0.859
1901   6    0.786
1901   7    1.352
1901   8    0.466
1901   9   -0.242
1901  10   -0.876
1901  11   -1.638
1901  12   -1.625
1902   1   -1.624
1902   2   -1.467
1902   3   -0.980
1902   4    0.112
1902   5    0.773
1902   6    0.942
1902   7    0.894
1902   8    1.310
1902   9    0.889
1902  10    1.550
1902  11    1.412
1902  12    0.568
1903   1   -0.457
1903   2   -0.093
1903   3   -0.469
1903   4   -0.141
1903   5   -1.156
1903   6   -1.540
1903   7   -1.329
1903   8   -0.860
1903   9   -0.857
1903  10   -0.335
1903  11   -0.625
1903  12   -0.109
1904   1    0.550
1904   2    1.141
1904   3    1.476
1904   4    1.036
1904   5    0.385
1904   6    0.953
1904   7    0.802
1904   8    0.050
1904   9    0.081
1904  10   -0.502
1904  11   -0.373
1904  12   -0.390
1905   1    0.146
1905   2    0.530
1905   3    0.390
1905   4    0.689
1905   5    0.962
1905   6    1.313
1905   7    0.689
1905   8    0.612
1905   9    0.540
1905  10   -0.437
1905  11   -1.032
1905  12   -1.802
1906   1   -1.739
1906   2   -1.102
1906   3   -0.388
1906   4   -0.366
1906   5    0.499
1906   6    0.250
1906   7    0.172
1906   8    0.631
1906   9    0.888
1906  10    0.690
1906  11   -0.134
1906  12   -0.307
1907   1   -0.723
1907   2   -0.274
1907   3   -0.198
1907   4   -0.702
1907   5   -0.891
1907   6   -0.978
1907   7   -0.679
1907   8   -0.002
1907   9   -0.351
1907  10   -0.103
1907  11   -0.067
1907  12   -0.016
1908   1    0.342
1908   2    0.218
1908   3    0.070
1908   4   -0.157
1908   5    0.656
1908   6    0.522
1908   7    0.100
1908   8   -0.057
1908   9   -0.258
1908  10   -0.382
1908  11   -0.065
1908  12   -0.013
1909   1   -0.328
1909   2   -0.395
1909   3   -0.272
1909   4   -0.832
1909   5   -0.959
1909   6   -0.200
1909   7    0.380
1909   8    0.225
1909   9    0.409
1909  10    0.423
1909  11    1.634
1909  12    1.866
1910   1    1.345
1910   2    0.579
1910   3   -0.111
1910   4   -0.068
1910   5   -0.414
1910   6   -1.379
1910   7   -1.911
1910   8   -2.230
1910   9   -1.163
1910  10   -0.580
1910  11   -0.460
1910  12    0.320
1911   1    0.799
1911   2    1.043
1911   3    2.173
1911   4    2.107
1911   5    1.283
1911   6    1.014
1911   7    0.271
1911   8   -0.647
1911   9   -0.621
1911  10   -0.640
1911  11   -1.751
1911  12   -1.458
1912   1   -1.564
1912   2   -1.276
1912   3   -0.796
1912   4   -0.586
1912   5   -0.144
1912   6    0.214
1912   7    0.715
1912   8    0.972
1912   9    0.974
1912  10    0.586
1912  11    0.389
1912  12    0.605
1913   1    0.600
1913   2   -0.060
1913   3   -0.251
1913   4   -0.179
1913   5   -0.874
1913   6   -0.588
1913   7   -0.931
1913   8   -0.779
1913   9   -0.921
1913  10   -1.305
1913  11   -1.492
1913  12   -0.730
1914   1   -0.193
1914   2   -0.049
1914   3    0.559
1914   4    0.243
1914   5    0.666
1914   6    0.592
1914   7    0.417
1914   8    0.309
1914   9   -0.153
1914  10   -0.532
1914  11   -0.179
1914  12   -0.569
1915   1   -0.288
1915   2   -0.670
1915   3   -0.319
1915   4    0.406
1915   5   -0.326
1915   6   -0.460
1915   7    0.008
1915   8   -0.051
1915   9    0.226
1915  10   -0.017
1915  11   -0.174
1915  12   -0.071
1916   1    0.566
1916   2    0.594
1916   3    0.677
1916   4    0.365
1916   5    0.158
1916   6    0.028
1916   7    0.134
1916   8   -0.332
1916   9   -0.454
1916  10    0.064
1916  11    0.175
1916  12   -0.038
1917   1    0.432
1917   2    0.219
1917   3   -0.333
1917   4   -0.356
1917   5   -0.893
1917   6   -0.840
1917   7   -0.648
1917   8   -0.132
1917   9   -0.161
1917  10   -0.167
1917  11    0.239
1917  12   -0.282
1918   1    0.216
1918   2    0.745
1918   3    0.179
1918   4    0.677
1918   5    0.729
1918   6    0.310
1918   7    0.502
1918   8    1.007
1918   9    0.438
1918  10    0.264
1918  11   -0.250
1918  12   -0.740
1919   1   -0.315
1919   2   -0.624
1919   3   -0.690
1919   4   -0.745
1919   5   -0.425
1919   6   -0.113
1919   7    0.487
1919   8    0.208
1919   9    0.180
1919  10   -0.053
1919  11    0.016
1919  12    0.293
1920   1    0.573
1920   2    0.020
1920   3    0.346
1920   4    0.757
1920   5    0.772
1920   6    1.221
1920   7    0.456
1920   8   -0.383
1920   9   -1.015
1920  10   -0.425
1920  11   -0.403
1920  12   -0.591
1921   1   -0.718
1921   2   -0.998
1921   3    0.361
1921   4    0.757
1921   5    0.796
1921   6    0.982
1921   7    1.043
1921   8    1.002
1921   9    0.704
1921  10    0.473
1921  11    0.697
1921  12    0.708
1922   1    0.788
1922   2    0.124
1922   3   -0.504
1922   4   -0.580
1922   5   -0.527
1922   6   -0.253
1922   7   -1.080
1922   8   -0.612
1922   9   -0.653
1922  10   -0.544
1922  11   -0.606
1922  12   -0.845
1923   1   -0.195
1923   2    0.344
1923   3    0.120
1923   4   -0.048
1923   5    0.087
1923   6    0.861
1923   7    0.788
1923   8    0.037
1923   9   -0.279
1923  10   -0.433
1923  11   -1.300
1923  12   -0.980
1924   1   -1.049
1924   2   -0.709
1924   3    0.210
1924   4    0.736
1924   5    0.651
1924   6    0.551
1924   7    1.604
1924   8    1.421
1924   9    1.162
1924  10    0.671
1924  11    0.259
1924  12   -0.084
1925   1   -0.407
1925   2   -0.970
1925   3   -1.118
1925   4   -1.321
1925   5   -1.379
1925   6   -1.035
1925   7   -0.864
1925   8   -0.053
1925   9   -0.728
1925  10    0.148
1925  11    0.960
1925  12    0.459
1926   1    0.635
1926   2    0.730
1926   3    0.166
1926   4    0.193
1926   5   -0.246
1926   6    0.093
1926   7    0.187
1926   8    0.276
1926   9    0.104
1926  10   -0.462
1926  11   -0.646
1926  12   -0.221
1927   1   -0.576
1927   2   -0.158
1927   3   -0.199
1927   4   -0.230
1927   5    0.288
1927   6    0.597
1927   7    0.345
1927   8    0.779
1927   9    0.151
1927  10    0.312
1927  11    0.472
1927  12    0.142
1928   1    0.062
1928   2   -0.426
1928   3   -0.167
1928   4   -0.156
1928   5   -0.359
1928   6   -0.066
1928   7   -0.396
1928   8   -0.897
1928   9   -1.154
1928  10   -0.651
1928  11   -0.926
1928  12    0.061
1929   1   -0.610
1929   2    0.366
1929   3    0.762
1929   4    1.019
1929   5    0.830
1929   6    1.075
1929   7    0.697
1929   8    1.029
1929   9    0.562
1929  10    0.117
1929  11   -0.446
1929  12   -0.643
1930   1   -0.696
1930   2   -1.271
1930   3   -1.644
1930   4   -0.994
1930   5   -0.657
1930   6   -0.395
1930   7   -0.114
1930   8    0.193
1930   9    0.301
1930  10    0.441
1930  11    0.696
1930  12    0.403
1931   1    0.632
1931   2   -0.001
1931   3    0.392
1931   4    0.440
1931   5    0.313
1931   6    0.335
1931   7    0.642
1931   8    0.524
1931   9   -0.354
1931  10   -0.937
1931  11   -1.109
1931  12   -0.905
1932   1   -0.550
1932   2   -0.801
1932   3   -0.608
1932   4   -0.506
1932   5   -0.213
1932   6   -0.264
1932   7   -0.254
1932   8   -0.557
1932   9   -0.576
1932  10    0.067
1932  11   -0.155
1932  12    0.880
1933   1    0.961
1933   2    0.943
1933   3    0.685
1933   4    1.041
1933   5    0.583
1933   6    0.530
1933   7    0.933
1933   8    0.227
1933   9    0.142
1933  10   -0.466
1933  11   -0.774
1933  12   -0.156
1934   1   -0.472
1934   2    0.043
1934   3    0.300
1934   4    0.065
1934   5    0.483
1934   6    0.971
1934   7    0.932
1934   8    0.212
1934   9   -0.211
1934  10   -0.436
1934  11   -0.424
1934  12   -0.268
1935   1   -0.429
1935   2   -1.027
1935   3   -0.590
1935   4   -0.064
1935   5    0.350
1935   6    0.789
1935   7    0.918
1935   8    0.897
1935   9    0.893
1935  10    0.194
1935  11    0.268
1935  12    0.151
1936   1   -0.018
1936   2   -0.695
1936   3   -1.107
1936   4   -0.660
1936   5   -0.521
1936   6   -0.243
1936   7   -0.275
1936   8   -0.276
1936   9    0.265
1936  10    0.319
1936  11    0.453
1936  12    0.359
1937   1    0.251
1937   2    0.263
1937   3    0.471
1937   4    0.177
1937   5    0.511
1937   6   -0.091
1937   7   -0.309
1937   8   -0.560
1937   9   -0.102
1937  10   -0.259
1937  11    0.055
1937  12   -0.657
1938   1   -0.312
1938   2    0.273
1938   3    0.529
1938   4    0.889
1938   5    0.612
1938   6    0.929
1938   7    1.665
1938   8    1.052
1938   9    0.414
1938  10    0.546
1938  11    0.598
1938  12    0.047
1939   1   -0.387
1939   2   -0.884
1939   3   -1.388
1939   4   -1.367
1939   5   -1.467
1939   6   -1.515
1939   7   -1.145
1939   8   -0.698
1939   9    0.235
1939  10    0.226
1939  11    0.942
1939  12    1.128
1940   1    1.381
1940   2    1.707
1940   3    1.132
1940   4    0.958
1940   5    0.730
1940   6    0.383
1940   7   -0.058
1940   8    0.246
1940   9   -0.736
1940  10   -1.213
1940  11   -1.477
1940  12   -1.494
1941   1   -1.361
1941   2   -0.447
1941   3    0.178
1941   4    0.278
1941   5    0.391
1941   6    0.974
1941   7    0.992
1941   8    1.335
1941   9    1.081
1941  10    0.106
1941  11    0.474
1941  12    0.845
1942   1    0.116
1942   2   -0.309
1942   3   -0.498
1942   4   -0.546
1942   5   -0.163
1942   6    0.415
1942   7   -0.098
1942   8   -0.480
1942   9   -0.832
1942  10   -0.781
1942  11   -0.447
1942  12    0.352
1943   1   -0.013
1943   2    0.189
1943   3    0.404
1943   4    1.096
1943   5    2.003
1943   6    1.312
1943   7    0.594
1943   8    0.725
1943   9    0.609
1943  10    0.870
1943  11    0.411
1943  12   -0.520
1944   1   -0.590
1944   2   -0.172
1944   3    0.005
1944   4    0.055
1944   5    0.160
1944   6    0.385
1944   7    0.904
1944   8    1.010
1944   9    0.638
1944  10    0.437
1944  11    0.679
1944  12    0.161
1945   1    0.165
1945   2   -0.244
1945   3   -0.426
1945   4   -0.007
1945   5   -0.041
1945   6   -0.252
1945   7   -0.771
1945   8   -0.453
1945   9   -0.126
1945  10    0.725
1945  11    0.381
1945  12    0.376
1946   1    0.506
1946   2    1.286
1946   3    1.147
1946   4    1.058
1946   5    0.779
1946   6    0.507
1946   7    0.040
1946   8   -0.166
1946   9   -0.299
1946  10   -1.071
1946  11   -1.152
1946  12   -1.352
1947   1   -0.673
1947   2   -0.959
1947   3   -0.739
1947   4   -0.223
1947   5    0.805
1947   6    0.974
1947   7    0.941
1947   8    1.496
1947   9    0.784
1947  10   -0.019
1947  11    0.168
1947  12   -0.332
1948   1   -0.896
1948   2   -0.653
1948   3   -0.822
1948   4   -0.991
1948   5   -1.115
1948   6   -0.562
1948   7   -0.124
1948   8    0.099
1948   9    0.849
1948  10    0.451
1948  11    0.099
1948  12    0.223
1949   1    0.398
